stock_id,name,composite_score
6187,萬潤,7.4
3324,雙鴻科技,6.1
2455,全新,5.2
3661,世芯-KY,4.1
3583,辛耘,1.9
2330,台積電,1.0
6187,萬潤科技,0.8
6274,台燿,0.7
6830,汎銓,0.5
3037,欣興,0.4
