stock_id,name,composite_score
2368,金像電,10.3
3711,日月光投控,5.5
3081,聯亞,4.4
2404,漢唐,3.7
3017,奇鋐,3.0
2344,華邦電,2.5
6223,旺矽,2.5
3443,創意,2.4
3533,嘉澤,2.3
8021,尖點,2.1
