stock_id,name,composite_score
2454,聯發科,17.4
3017,奇鋐,11.1
6223,旺矽,9.4
3653,健策,9.4
3037,欣興,8.6
6187,萬潤,8.4
2368,金像電,8.3
2345,智邦,7.5
6274,台燿,6.9
2308,台達電,6.8
