stock_id,name,composite_score
2454,聯發科,26.2
3711,日月光投控,6.2
3037,欣興,5.9
2327,國巨*,4.6
6139,亞翔,4.4
8046,南電,4.2
3081,聯亞,3.8
3443,創意,3.1
2377,微星,3.0
4958,臻鼎-KY,2.9
