stock_id,name,composite_score
2330,台積電,11.1
6274,台燿,7.7
2383,台光電,6.7
6669,緯穎科技,6.4
3443,創意,6.2
2357,華碩,5.7
3017,奇鋐,4.9
3264,欣銓,4.2
6488,環球晶,3.7
2454,聯發科,3.2
