stock_id,name,composite_score
2454,聯發科,12.2
6488,環球晶,5.3
2303,聯電,4.7
6239,力成,2.4
2344,華邦電,2.3
3211,順達,1.7
6223,旺矽,1.6
1560,中砂,1.3
2454,聯發科技,1.3
2408,南亞科技,1.1
