stock_id,name,composite_score
3443,創意,10.2
2428,興勤,5.1
3090,日電貿,4.9
2478,大毅,4.8
6223,旺矽,4.6
8046,南亞電路,3.0
3017,奇鋐,2.3
2330,台灣積體電路製造,2.1
2455,全新,1.9
5483,中美晶,1.8
