stock_id,name,composite_score
2308,台達電,9.5
3189,景碩,6.6
3665,貿聯-KY,6.6
3008,大立光,4.6
5274,信驊,4.4
2454,聯發科,3.6
3653,健策,3.3
8210,勤誠,2.3
2059,川湖,2.1
3711,日月光投控,2.0
