stock_id,name,composite_score
5274,信驊,1.9
6488,環球晶,1.5
8046,南電,1.4
3008,大立光,1.3
1303,南亞,1.1
2481,強茂,0.5
6182,合晶,0.2
3026,禾伸堂,0.1
2412,中華電,0.1
3045,台灣大,0.1
