stock_id,name,composite_score
6669,緯穎,568.6
6669,緯穎科技,89.7
6669,緯穎科技服務,22.3
5274,信驊,7.1
1303,南亞,5.4
5274,信驊科技,3.5
6510,精測,3.2
2454,聯發科,1.6
3450,聯鈞,1.5
2882,國泰金,1.3
