stock_id,name,composite_score
2404,漢唐集成,8.1
3189,景碩,7.2
2327,國巨*,3.7
6182,合晶,2.4
2303,聯華電子,1.8
3017,奇鋐,1.7
3711,日月光投控,1.6
6223,旺矽,1.6
2344,華邦電,1.6
5347,世界先進,1.5
