stock_id,name,composite_score
5274,信驊,8.6
6187,萬潤,8.3
2330,台積電,7.5
3037,欣興,7.5
3711,日月光投控,6.5
8996,高力,4.5
2313,華通,2.8
6147,頎邦,1.8
3017,奇鋐科技,1.3
3081,聯亞光電工業,1.2
