stock_id,name,composite_score
6669,緯穎,14.7
2330,台積電,7.5
3711,日月光投控,6.3
8046,南電,5.6
2059,川湖,5.5
3037,欣興,4.8
3017,奇鋐,4.8
3008,大立光,4.0
3443,創意電子,3.8
2313,華通,3.6
