stock_id,name,composite_score
3017,奇鋐科技,12.9
6223,旺矽,4.4
6669,緯穎科技,3.8
6223,旺矽科技,3.6
3711,日月光投控,2.5
3443,創意,1.5
3189,景碩科技,1.3
8046,南亞電路,1.2
3037,欣興電子,1.0
6515,穎崴科技,0.9
