stock_id,name,composite_score
2454,聯發科,8.4
2330,台灣積體,7.4
3443,創意,7.1
2383,台光電,6.1
2383,台光電子,5.5
5274,信驊,5.5
6488,環球晶,5.1
6669,緯穎,3.2
2345,智邦科技,2.6
3665,貿聯-KY,2.4
