stock_id,name,composite_score
2492,華新科技,11.9
2449,京元電子,8.0
3008,大立光,6.2
2327,國巨*,6.2
3264,欣銓,3.5
2303,聯電,2.8
6274,台燿,2.4
8996,高力,2.4
3131,弘塑科技,2.3
3443,創意,2.0
