stock_id,name,composite_score
2382,廣達,5.2
6805,富世達股,2.3
6805,富世達,2.3
3653,健策,2.1
6274,台燿科技,1.9
2337,旺宏,1.7
2344,華邦電,1.3
2454,聯發科,1.2
8358,金居開發,1.2
3017,奇鋐,1.1
