stock_id,name,composite_score
8046,南電,5.8
8996,高力,3.6
1303,南亞,3.2
3008,大立光,2.8
3081,聯亞光電,2.3
2308,台達電,2.1
2344,華邦電子,1.4
3037,欣興,1.3
3711,日月光投資控股,1.3
2327,國巨,1.0
