stock_id,name,composite_score
6223,旺矽,4.4
2408,南亞科,4.0
6274,台燿,3.5
2368,金像電,3.1
2303,聯電,2.9
6669,緯穎,2.2
3037,欣興,2.2
3017,奇鋐,1.8
3189,景碩科技,1.5
3443,創意電子,1.3
