stock_id,name,composite_score
2330,台積電,16.9
3443,創意,10.6
2317,鴻海,7.4
2303,聯電,5.1
3264,欣銓,4.9
2383,台光電,4.8
6669,緯穎科技,4.3
2345,智邦,3.4
6274,台燿,3.3
2308,台達電,2.8
