stock_id,name,composite_score
6805,富世達股,7.7
2382,廣達,5.4
3443,創意,4.7
6147,頎邦,3.3
2454,聯發科,2.6
2376,技嘉科技,2.4
6274,台  燿,2.1
2383,台光電,2.0
2059,川湖科技,2.0
2344,華邦電,1.9
