stock_id,name,composite_score
2454,聯發科技,4.7
6515,穎崴,4.0
6223,旺矽科技,3.9
6805,富世達,3.0
6531,愛普*,1.9
3037,欣興,1.7
3711,日月光投控,1.7
4979,華星光,1.1
2330,台灣積體電路製造,0.9
3189,景碩科技,0.8
