stock_id,name,composite_score
2330,台積電,20.9
6223,旺矽,7.0
2303,聯電,5.0
2454,聯發科,2.4
2330,台灣積體電路製造,1.5
4958,臻鼎 -KY,0.5
2891,中國信託金融控股,0.3
2368,金像電,0.3
