stock_id,name,composite_score
2303,聯電,15.6
2360,致茂電子,9.5
6223,旺矽,9.4
2327,國巨*,9.3
2344,華邦電,8.5
2345,智邦,8.1
6515,穎崴,4.3
2330,台積電,4.1
2049,上銀科技,2.8
8210,勤誠興業,2.7
