stock_id,name,composite_score
8210,勤誠,6.0
3491,昇達科,5.1
3665,貿聯-KY,4.6
4966,譜瑞-KY,4.0
2472,立隆電,4.0
3017,奇鋐,3.6
8996,高力熱處,3.3
3036,文曄,2.9
6223,旺矽,2.0
6515,穎崴,1.9
