stock_id,name,composite_score
3665,貿聯-KY,16.0
2308,台達電,7.1
3037,欣興,4.9
2383,台光電,3.8
6223,旺矽,3.3
2360,致茂,2.9
6239,力成,2.8
3653,健策,2.7
6187,萬  潤,2.5
1303,南亞塑膠,2.5
