stock_id,name,composite_score
3665,貿聯-KY,4.5
2368,金像電,2.5
3363,上詮,2.5
2360,致茂,2.3
2303,聯電,2.2
2454,聯發科技,2.2
2383,台光電子,2.0
6274,台燿科技,1.5
2345,智邦,1.0
3653,健策,0.6
