stock_id,name,composite_score
3008,大立光,9.3
5274,信驊,7.9
8046,南電,5.8
3081,聯亞光電,5.5
3017,奇鋐,4.8
3443,創意,4.4
4991,環宇-KY,4.3
6510,精測,3.3
2308,台達電,2.5
2383,台光電,2.0
