stock_id,name,composite_score
3008,大立光,4.1
3105,穩懋,4.0
4979,華星光,3.0
6669,緯穎,2.7
6805,富世達,2.5
2449,京元電子,2.2
3017,奇鋐,2.0
3665,貿聯-KY,1.9
3665,貿聯控股（BizLink Holding In,1.8
3443,創意,1.7
