stock_id,name,composite_score
3037,欣興,17.2
2368,金像電,11.6
2344,華邦電,10.6
6515,穎崴科技,6.3
2383,台光電,5.8
6278,台表科,5.1
2345,智邦,5.1
3008,大立光,4.8
3081,聯  亞,2.0
6223,旺矽,1.9
