stock_id,name,composite_score
6669,緯穎,7.4
2383,台光電,3.4
2454,聯發科,2.9
3008,大立光,2.8
4979,華星光,2.5
6669,緯穎科技,1.9
1303,南亞,0.9
6488,環球晶,0.5
8996,高力,0.3
2345,智邦,0.3
