stock_id,name,composite_score
6488,環球晶,13.0
2454,聯發科,8.9
3653,健策,8.8
2303,聯電,7.8
3711,日月光投控,7.3
2308,台達電,4.4
3037,欣興,4.2
3189,景碩,4.0
2368,金像電,2.2
4979,華星光,2.1
