stock_id,name,composite_score
4958,臻鼎-KY,20.1
6223,旺矽,14.1
2303,聯電,8.2
8021,尖點,5.7
3008,大立光,5.6
6515,穎崴,3.7
3443,創意,3.7
2344,華邦電,3.1
3211,順達,2.9
3131,弘塑,2.3
