stock_id,name,composite_score
2330,台積電,29.4
3037,欣興,23.2
2454,聯發科,15.2
6223,旺矽,6.9
3665,貿聯-KY,5.9
2327,國巨*,5.5
3711,日月光投控,4.6
3653,健策,4.2
8996,高力,3.9
6274,台燿,3.6
