stock_id,name,composite_score
2327,國巨*,16.4
2303,聯電,15.4
3037,欣興,13.5
2454,聯發科技,4.5
2327,國巨,4.1
3653,健策精密工業,3.8
3081,聯亞光電工業,2.3
6515,穎崴科技,2.0
3008,大立光電,1.7
3189,景碩,1.2
