stock_id,name,composite_score
1303,南亞塑膠,15.0
2303,聯華電子,14.8
2303,聯電,4.9
3081,聯亞,4.9
3264,欣銓,3.9
2408,南亞科,2.8
1303,南亞,2.6
2330,台積電,2.1
3017,奇鋐,1.7
3189,景碩科技,1.6
