stock_id,name,composite_score
3711,日月光投控,6.9
2449,京元電子,3.4
2360,致茂,2.8
2383,台光電,2.0
5274,信驊,1.9
6505,台塑化,1.8
2885,元大金融控股,1.7
2308,台達電,1.3
3008,大立光,1.3
3665,貿聯-KY,1.0
