stock_id,name,composite_score
3443,創意,5.1
2603,長榮,2.7
2454,聯發科,2.3
3653,健策,2.0
2885,元大金,1.3
2882,國泰金,0.8
2883,凱基金控,0.6
2887,台新新光金,0.6
2890,永豐金控,0.6
2855,統一證券,0.6
